"name","position","department","degree"
"SMITH,AMANDA MARIE","Lecturer","Information School","MA 2012 Univ of California Los Angeles"
"SMITH,ANNE","Clinical Assoc Prof","Law School","JD 1983 Univ of Wisconsin-Madison"
"SMITH,CATHERINE ARNOTT","Professor","Information School","PHD 2002 University of Pittsburgh"
"SMITH,CHRISTINE E","Clinical Instructor","Nursing","MSN 2015 Univ of Wisconsin-Oshkosh"
"SMITH,DAMON","Associate Professor","Plant Pathology","PHD 2007 North Carolina State Univ"
"SMITH,DOUG","Lecturer","Acad&amp;Prg-Noncredit","MD 1979 Univ Of IL At Medical Center"
"SMITH,ELLEN","Clinical Assoc Prof","Social Work","MSSW 1991 Univ of Texas at Arlington"
"SMITH,HEATHER DAWN","Asst Faculty Assoc","Engr Professional Development","MS 2012 Colorado School of Mines"
"SMITH,JEANNINA ANTOINETTE","Assoc Professor (Chs)","Medicine","MD 1999 Univ of Wisconsin-Madison"
"SMITH,JEFF","Professor","Communication Arts","PHD 1995 Univ of Wisconsin-Madison"
"SMITH,JEFFREY A","Professor","Economics","PHD 1996 University of Chicago"
"SMITH,JENNIFER ROSE","Assistant Professor","Geography","PHD 2019 Univ of California Berkeley"
"SMITH,JOSHUA JAY","Clinical Asst Prof","Medical Sciences",NA
"SMITH,JUDITH A","Associate Professor","Pediatrics","PHD 1997 University of Chicago"
"SMITH,LESLEY J.","Clinical Professor","Surgical Sciences","DVM 1989 Washington State University"
"SMITH,LESLIE M.","Professor","Mathematics","PHD 1988 Massachusetts Inst Of Tech"
"SMITH,LLOYD M","Professor","Chemistry","PHD 1981 Stanford University"
"SMITH,LONES","Professor","Economics","PHD 1991 University of Chicago"
"SMITH,MARGARET","Lecturer","Information School","MS 2010 Syracuse University"
"SMITH,MICHELE ANNE","Clinical Instructor","Disease Prevention Admin","BS 1986 Univ of Wisconsin-StevensPoint"
"SMITH,NICHOLAS","Assoc Outreach Spec","Food Science","MS 2009 Univ of Minnesota-Twin Cities"
"SMITH,SCOTT","Visiting Asst Prof","Mathematics","PHD 2016 Univ of Maryland College Park"
"SMITH,TESSA KATHERINE","Clinical Instructor","Medical Sciences","DVM 2016 Univ of Missouri-Columbia"
"SNEDDEN,TRACI","Assistant Professor","Nursing","PHD 2014 U of Northern Colorado"
"SNELL,JEFFREY TODD","Faculty Associate","Division Of Continuing Studies","PHD 1996 Marquette University"
"SNYDER,ASHLEY MARIE","Assoc Lecturer","Social Work","MSW 2012 Univ of Wisconsin-Madison"
"SNYDER,CHRISTOPHER","Clinical Assoc Prof","Surgical Sciences","DVM 2004 Ohio State University"
"SNYDER,KEVIN","Clinical Instructor","Surgical Sciences","DVM 2016 Univ of Wisconsin-Madison"
"SNYDER,MAGGIE","Lecturer","Art","MFA 2015 Univ of Wisconsin-Madison"
"SNYDER,VIRGINIA L.","Assoc Professor (Chs)","Family Medicine","PHD 1988 Medical College Of Ohio"
"SOBER,ELLIOTT R.","Professor","Philosophy","PHD 1974 Harvard University"
"SOBIESKA,ALEKSANDRA CECYLIA","Visiting Asst Prof","Mathematics","PHD 2020 Texas A &amp; M University"
"SOELVSTEN,MIKKEL","Assistant Professor","Economics","PHD 2017 Univ of California Berkeley"
"SOHI,GURI","Professor","Computer Sciences","PHD 1985 Univ of IL at Urbana-Champaign"
"SOLDAT,DOUG","Professor","Soil Science","PHD 2006 Cornell University"
"SOLHEIM,KAREN","Clinical Professor","Nursing","PHD 2000 Univ of Colorado at Denver"
"SOLIS LEMUS,CLAUDIA","Assistant Professor","Plant Pathology","PHD 2015 Univ of Wisconsin-Madison"
"SOMERS,KATERINA IDETTE","Assistant Professor","German, Nordic &amp; Slavic","PHD 2007 Univ of Wisconsin-Madison"
"SONDEL,PAUL M.","Professor","Pediatrics","PHD 1975 Univ of Wisconsin-Madison"
"SONE,HIROKI","Assistant Professor","Civil &amp; Environmental Engr","PHD 2012 Stanford University"
"SONE,JUDITH","Lecturer","Ctr For Jewish St","MA 2002 Hebrew University of Jerusalem"
"SORENSEN,ALAN T","Professor","Economics","PHD 1999 Massachusetts Inst Of Tech"
"SORKNESS,CHRISTINE ANNE","Dis Professor (Chs)","Pharmacy","PHARMD 1975 SUNY at Buffalo"
"SOSKOVA,MARIYA","Associate Professor","Mathematics","PHD 2008 University of Leeds"
"SOUKUP,JASON","Clinical Assoc Prof","Surgical Sciences","DVM 2002 Texas A &amp; M University"
"SOUNNY-SLITINE,M. ANWAR","Assoc Faculty Assoc","Geography","MA 2012 University of Texas at Austin"
"SOUTHGATE,HENRY","Lecturer","Philosophy","PHD 2009 Northwestern University"
"SOVINEC,CARL","Professor","Engineering Physics","PHD 1995 Univ of Wisconsin-Madison"
"SOZLER,SONER","Lecturer","Inst Reg Intl Studies",NA
"SPAGNOLIE,SAVERIO","Associate Professor","Mathematics","PHD 2008 New York University"
"SPALDING,EDGAR","Professor","Botany","PHD 1990 Pennsylvania State University"
"SPAULDING,DANIEL","Assistant Professor","Art History","PHD 2017 Yale University"
"SPEECE,BEVERLY","Faculty Associate","Academic Affairs","MTS 2002 Ave Maria University"
"SPEIDEL,MICHAEL","Associate Professor","Medical Physics","PHD 2003 Univ of Wisconsin-Madison"
"SPERLING,CARRIE","Clinical Professor","Law School","JD 1992 University Of Houston"
"SPIKE,BENJAMIN THOMAS","Assoc Faculty Assoc","Physics","PHD 2014 Univ of Colorado at Boulder"
"SPURGERS,RACHEL L","Lecturer","Theatre &amp; Drama","MFA  Univ of Arkansas-Little Rock"
"SRACIC,MIKE","Assoc Faculty Assoc","Engineering Physics","PHD 2011 Univ of Wisconsin-Madison"
"SRAMEK,BARBARA JO","Clinical Professor","Ed Leadership&amp;Policy Analysis","PHD 2007 Univ of Wisconsin-Madison"
"SRIDHARAN,KUMAR","Professor","Engineering Physics","PHD 1989 Univ of Wisconsin-Madison"
"SRIDHARAN,RUPA","Associate Professor","Cell And Regenerative Biology","PHD 2006 Univ of California Los Angeles"
"ST JAMES,MARIKO LUCY","Clinical Instructor","Surgical Sciences","DVM 2016 "
"STAATS,LAURA M","Clinical Instructor","Academic Affairs",NA
"STAFFORD,CATHERINE A","Associate Professor","Spanish And Portuguese","PHD 2005 Georgetown University"
"STAHL,SHANNON S.","Professor","Chemistry","PHD 1997 California Institute of Tech"
"STAJKOVIC,ALEXANDER D.","Associate Professor","Management &amp; Human Resources","PHD 1996 University of Nebraska-Lincoln"
"STALEY,ROBIN ANNE","Lecturer","Curriculum And Instruction","MA 1977 Harvard University"
"STAMBACH,AMY","Professor","Anthropology","PHD 1996 University of Chicago"
"STAMM,JULIE","Clinical Asst Prof","Kinesiology","PHD 2015 Boston University"
"STANIC-KOSTIC,ALEKS","Assistant Professor","Obstetrics &amp; Gynecology","PHD 2003 Vanderbilt University"
"STANIMIROVIC,SNEZANA","Professor","Astronomy","PHD 2000 Univ of Western Sydney, Nepean"
"STANLEY,DONALD","Faculty Associate","Life Sciences Communication","MS 2000 Univ of Wisconsin-Madison"
"STANLEY,EMILY","Professor","Integrative Biology","PHD 1993 Arizona State University"
"STANTON,MEGAN ANN","Lecturer","History","PHD 2018 Univ of Wisconsin-Madison"
"STATKIEWICZ,MAX","Associate Professor","Comp Lit &amp; Folklore Studies","PHD 1990 Univ Paris Sorbonne Paris IV"
"STATMAN,ALEXANDER","Assoc Lecturer","History","PHD 2017 "
"STAUFFER,JIM","Assoc Faculty Assoc","Theatre &amp; Drama","MFA 2003 Univ of Wisconsin-Madison"
"STECHMANN,SAM","Professor","Mathematics","PHD 2008 New York University"
"STEEGE,LINSEY","Associate Professor","Nursing","PHD 2009 VA Polytechnic Inst &amp; State U"
"STEFFAN,SHAWN","Associate Professor","Entomology","PHD 2009 Washington State University"
"STEINBERG,JESSE","Faculty Associate","Philosophy","PHD 2006 U of California-Santa Barbara"
"STEINER,JAMES D.","Senior Lecturer","Planning &amp; Landscape Arch","B.ARCH 1981 Louisiana State U &amp; A&amp;M Colg"
"STEINKAMP,LISA ANN","Asst Professor (Chs)","Family Medicine","PHD 2016 Univ of Wisconsin-Madison"
"STEPHENSON,JASON W","Assoc Professor (Chs)","Radiology","MD 2004 Washington University"
"STEPIEN,REBECCA","Clinical Professor","Medical Sciences","DVM 2003 Univ of Wisconsin-Madison"
"STERLING VON GLAHN,AUDRA","Associate Professor","Communication Sci &amp; Disorders","PHD 2009 University of Kansas"
"STERN,ADAM","Assistant Professor","German, Nordic &amp; Slavic","PHD 2016 Harvard University"
"STERN,WALTER C","Assistant Professor","Educational Policy Studies","PHD 2014 Tulane University"
"STEUDEL,HARRY","Professor Emer","Engr Professional Development","PHD 1974 Univ of Wisconsin-Madison"
"STEVENS,ANDREW WILLIAM","Assistant Professor","Agricultural&amp;Applied Economics","PHD 2017 Univ of California Berkeley"
"STEVENSON,ADAM","Clinical Professor","Law School","JD 2010 Univ of Wisconsin-Madison"
"STEWART,COLLETTE","Faculty Associate","Dance","BFA 1995 Texas Christian University"
"STEWART,KATE L","Lecturer","Counseling Psychology","PHD 2016 American University"
"STEWART,KATHARINA S","Professor (Chs)","Obstetrics &amp; Gynecology","MD 1992 Ohio State University"
"STIEGERT,KYLE","Professor","Agricultural&amp;Applied Economics","PHD 1993 Purdue University"
"STIETZ,KIMBERLY KEIL","Assistant Professor","Comparative Biosciences","PHD 2014 "
"STILL,THOMAS","Senior Lecturer","Life Sciences Communication","BA 1974 Drake University"
"STITES,ALISON","Assoc Lecturer","Law School","JD 2005 American University"
"STODDARD,JEREMY DOUD","Professor","Curriculum And Instruction","PHD 2006 Univ of Wisconsin-Madison"
"STOECKER,RANDY R.","Professor","Community &amp; Environ Sociology","PHD 1988 Univ of Minnesota-Twin Cities"
"STOKES,KRISTOFFER","Lecturer","Engr Professional Development",NA
"STOLL,LINDY K","Lecturer","Counseling Psychology","MS 2002 University of Louisville"
"STOLTENBERG,DAVID","Professor","Agronomy","PHD 1988 Univ of Minnesota-Twin Cities"
"STOLZ,DANIEL A","Assistant Professor","History","PHD 2017 Princeton University"
"STONE,DONALD S.","Professor","Materials Science&amp;Engineering","PHD 1984 Cornell University"
"STONE,ROBERT D","Assoc Faculty Assoc","Pharmacy",NA
"STONEHOUSE,FREDERICK A","Professor","Art","BFA 1982 Univ of Wisconsin-Milwaukee"
"STORY,KAYLA","Lecturer","Art","MFA  Univ of Wisconsin-Madison"
"STOVALL,BETSY","Associate Professor","Mathematics","PHD 2009 Univ of California Berkeley"
"STOWE,JOHN","Professor","Mead Witter School Of Music","PHD 1983 U Rochester, Eastman Sch Music"
"STOWE,RYAN","Assistant Professor","Chemistry","PHD 2016 Florida Inst. Of Technology"
"STOWE,ZACHARY N","Professor","Psychiatry","MD 1988 Univ Of TX Med Branch-Galvest"
"STOY,PAUL C","Associate Professor","Biological Systems Engineering","PHD 2006 Duke University"
"STOYCHUK,OKSANA","Assoc Lecturer","German, Nordic &amp; Slavic","MA 2008 Lviv National Univ Ivan Franko"
"STRAMPP,PIA","Assoc Lecturer","Electrical &amp; Computer Engr","ME  "
"STRANG,KEVIN THOMAS","Dis Faculty Associate","Kinesiology","PHD 1994 Univ of Wisconsin-Madison"
"STRAUS,SCOTT","Professor","Political Science","PHD 2004 Univ of California Berkeley"
"STREET,BRIAN THOMAS","Professor","Mathematics","PHD 2007 Princeton University"
"STREIFFER,ROB","Professor","Dept Of Med History&amp;Bioethics","PHD 1999 Massachusetts Inst Of Tech"
"STRIER,KAREN B","Professor","Anthropology","PHD 1986 Harvard University"
"STRIKER,ROBERT","Associate Professor","Medicine","PHD 1995 Washington University"
"STROHL,NICHOLAS MCINTOSH","Lecturer","Educational Policy Studies","PHD 2018 Univ of Wisconsin-Madison"
"STROJNY,SHELLEY","Faculty Associate","Nursing","MSN 2004 Phoenix College"
"STRONG,LAURA","Adjunct Professor","Ms In Biotechnology Degree Prg","PHD 2000 Univ of Wisconsin-Madison"
"STRZELEC,ANDREA","Asst Faculty Assoc","Engr Professional Development","PHD  "
"STUDER,LYNETTE MARIE","Clinical Asst Prof","Social Work","PHD 2015 Univ of Wisconsin-Madison"
"SU,RUTHIE REBECCA","Asst Professor (Chs)","Urology","MD 2005 Mt Sinai School of Med of CUNY"
"SUAREZ,SASHA MARIA","Assistant Professor","History","PHD 2020 Univ of Minnesota-Twin Cities"
"SUAREZ-GONZALEZ,DARILIS","Asst Faculty Assoc","Biomedical Engineering","PHD 2011 Univ of Wisconsin-Madison"
"SUEN,GARRET","Associate Professor","Bacteriology","PHD 2008 Syracuse University"
"SUGDEN,WILLIAM","Professor","Oncology","PHD 1973 Columbia University"
"SUKIENNIK,JUSTIN","Assoc Faculty Assoc","Mathematics","PHD 2009 "
"SULLIVAN,CHRISTOPHER JOHN","Assistant Professor","Economics","PHD 2017 Univ of Michigan at Ann Arbor"
"SUMINSKI,AARON","Assoc Faculty Assoc","Biomedical Engineering","PHD 2006 Marquette University"
"SUNDE,ROGER","Professor","Nutritional Sciences","PHD 1980 Univ of Wisconsin-Madison"
"SUNDLING,KAITLIN E.","Asst Professor (Chs)","Disease Prevention Admin","PHD 2012 Univ of Wisconsin-Madison"
"SURASIN,JANPANIT","Senior Lecturer","Asian Languages &amp; Cultures","PHD 1996 Univ of Wisconsin-Madison"
"SURDYK,JOHN SCOTT","Faculty Associate","Init For Studies In Trnfm Entr","MBA 2003 Univ of Wisconsin-Madison"
"SURESH,KRISHNAN","Professor","Mechanical Engineering","PHD 1998 Cornell University"
"SURI,DEVIKA","Asst Faculty Assoc","Nutritional Sciences","MPH 2009 Tufts University"
"SUROVI,LAUREN","Lecturer","Acad&amp;Prg-Noncredit","MA 2012 Middlebury College"
"SURYANARAYANAN,SAINATH","Assoc Lecturer","Sociology","PHD 2009 Univ of Wisconsin-Madison"
"SUSSMAN,MICHAEL R.","Professor","Biochemistry","PHD 1976 Michigan State University"
"SUTULA,THOMAS PETER","Honorary Assoc/Fellow","Neurology","PHD 1985 University of Virginia"
"SUZUKI,AUSSIE","Assistant Professor","Oncology","PHD 2010 Nat Inst for Academic Degrees"
"SUZUKI,MASATOSHI","Associate Professor","Comparative Biosciences","PHD 1999 University of Tokyo"
"SVAREN,JOHN","Professor","Comparative Biosciences","PHD 1992 Vanderbilt University"
"SVENSON,JAMES ERNEST","Assoc Professor (Chs)","Emergency Medicine","MD 1980 University of Chicago"
"SWACK,JEANNE","Professor","Mead Witter School Of Music","PHD 1988 Yale University"
"SWAN,HEATHER","Senior Lecturer","English","PHD 2015 Univ of Wisconsin-Madison"
"SWANEY,ROSS","Associate Professor","Chemical &amp; Biological Engr","PHD 1983 Carnegie-Mellon University"
"SWANKE,JAMES","Lecturer","Risk &amp; Insurance","MBA 1981 Univ of Wisconsin-Madison"
"SWARTLEY,OLIVIA MAY","Clinical Instructor","Pathobiological Sciences",NA
"SWARTZ,ALEISHA","Clinical Instructor","Medical Sciences","DVM 2002 University of Georgia"
"SWARTZENTRUBER,ELAINE KAY","Senior Lecturer","Religious St","PHD 1999 Emory University"
"SWATKOWSKI,PAMELA","Adjunct Professor","Ms In Biotechnology Degree Prg","OQUAL  "
"SWEET,JAMES","Professor","History","PHD 1999 Grad Sch &amp; Univ Center Of Cuny"
"SWIFT,MICHAEL","Professor","Computer Sciences","PHD 2005 University of Washington"
"SYAMKUMAR,MEENA","Asst Faculty Assoc","Computer Sciences","PHD 2019 Univ of Wisconsin-Madison"
"SYDNOR,JUSTIN R.","Professor","Risk &amp; Insurance","PHD 2006 Univ of California Berkeley"
"SYFOX,CHONTEL","Assistant Professor","Classic &amp; Ancient Near E Stds","PHD 2019 University of Notre Dame"
"SYTSMA,KENNETH","Professor","Botany","PHD 1983 Washington University"
"SZLUFARSKA,IZABELA","Professor","Materials Science&amp;Engineering","PHD 2002 Univ of Tennessee, Knoxville"
"TABER,CHRIS","Professor","Economics","PHD 1995 University of Chicago"
"TAHK,ALEX","Associate Professor","Political Science","PHD 2010 Stanford University"
"TAHK,SUSANNAH","Associate Professor","Law School","JD 2007 Yale University"
"TAI,STEPH","Professor","Law School","PHD 1997 Tufts University"
"TAKADA,MARILIA","Clinical Instructor","Surgical Sciences","DVM 2004 Universidade de Sao Paulo"
"TAKAHASHI,NAOMI","Asst Faculty Assoc","Social Work","MSW 2012 Univ of Wisconsin-Madison"
"TALAAT,ADEL MOHAMED","Professor","Pathobiological Sciences","PHD 1998 Univ of MD Baltimore County"
"TALARCZYK,ALAN","Dis Lecturer","Accting &amp; Info Sys","JD 1978 Univ of Wisconsin-Madison"
"TAMPLIN,OWEN JAMES","Assistant Professor","Cell And Regenerative Biology","PHD 2009 University of Toronto"
"TANG,WEIPING","Professor","Pharmacy","PHD 2005 Stanford University"
"TANG,ZHENGZHENG","Assistant Professor","Biostatistics&amp;Med Informatics","PHD 2014 Univ Of NC At Chapel Hill"
"TANNENBAUM,MATTHEW","Assoc Lecturer","Design Studies","M.ARCH  "
"TANNER,ROBIN","Associate Professor","Marketing","PHD 2008 Duke University"
"TANNU,SWAMIT SANDEEP","Assistant Professor","Computer Sciences","PHD 2020 Georgia Inst of Technology"
"TANSEY,TIMOTHY NICHOLAS","Professor","Rehab Psychology &amp; Special Ed","PHD 2001 Univ of Wisconsin-Madison"
"TANUMIHARDJO,SHERRY","Professor","Nutritional Sciences","PHD 1993 Iowa State Univ of Sci &amp; Tech"
"TARHAN,BETUL","Lecturer","Inst Reg Intl Studies",NA
"TARVER,BECKY","Senior Lecturer","English","MAT 1995 Univ of Wisconsin-Madison"
"TAS,SINAN","Asst Prof L/I","Industrial &amp; Systems Engr","PHD 2012 Univ of Wisconsin-Madison"
"TAYLOR,BRIAN","Assoc Lecturer","Communication Sci &amp; Disorders","AUD 2006 Central Michigan University"
"TAYLOR,CHRISTOPHER","Professor","Mead Witter School Of Music","MA 1999 New England Cnsrvtry Of Music"
"TAYLOR,HOWARD W","Adjunct Instructor","Law School","JD 2009 Univ of Wisconsin-Madison"
"TAYLOR,JOLANDA VANDERWAL","Professor","German, Nordic &amp; Slavic","PHD 1987 Cornell University"
"TAYLOR,MATTHEW","Lecturer","Classic &amp; Ancient Near E Stds","PHD 2012 Univ of Southern California"
"TAYLOR,MICHAEL","Assistant Professor","Pharmacy","PHD 2002 University of Washington"
"TAYLOR-MARSHALL,SANDRA","Lecturer","Curriculum And Instruction","MS 2012 Concordia University Wisconsin"
"TEBBE,ELLIOT AARON","Assistant Professor","Nursing","PHD 2015 University of Florida"
"TEEPLE,SCOTT","Professor","Mead Witter School Of Music","MM 2000 Univ of Michigan at Ann Arbor"
"TEIXEIRA,LEANDRO","Assistant Professor","Pathobiological Sciences","DVM 2002 Instituto Unificado Paulista"
"TEJEDO-HERRERO,FERNANDO","Associate Professor","Spanish And Portuguese","PHD 2005 Univ of Wisconsin-Madison"
"TEMPLE,JACK","Clinical Instructor","Pharmacy","PHARMD 2004 Univ Of NC At Chapel Hill"
"TEMTE,JONATHAN LANE","Professor (Chs)","Family Medicine","PHD 1993 Univ of Wisconsin-Madison"
"TEODORESCU,MIHAELA","Professor","Medicine","MD 1992 Univ Med si Farm-Carol Davilla"
"TERASAWA-GRILLEY,EI","Professor","Pediatrics","PHD 1966 Yokohama City University"
"TERLAAK,ANN","Associate Professor","Management &amp; Human Resources","PHD 2002 U of California-Santa Barbara"
"TERRY,PAUL W.","Professor","Physics","PHD 1981 University of Texas at Austin"
"TERWILLIGER,PAUL M.","Professor","Mathematics","PHD 1982 Univ of IL at Urbana-Champaign"
"TESLAA,JESSICA JOY","Asst Faculty Assoc","Wiscience","PHD 2014 Univ of Wisconsin-Madison"
"THAL,SARAH","Professor","History","PHD 1999 Columbia University"
"THATCHER,GRAHAM PAUL","Clinical Asst Prof","Surgical Sciences","DVM 2005 "
"THEBAULT-SPIEKER,JACOB","Assistant Professor","Information School","PHD 2017 Univ of Minnesota-Twin Cities"
"THEIN,JILL","Assoc Professor (Chs)","Family Medicine","DS 2010 ROCKY MOUNTAIN UNIVERSITY"
"THEIS,MONICA LOUISE","Dis Lecturer","Food Science","MS 1988 Univ of Wisconsin-Madison"
"THEISEN,CARA","Asst Faculty Assoc","Wiscience","PHD 2013 Univ of California Davis"
"THELEN,DARRYL","Professor","Mechanical Engineering","PHD 1992 Univ of Michigan at Ann Arbor"
"THEOBALD,ANNE LOUISE","Faculty Associate","French And Italian","PHD 2011 Univ of Wisconsin-Madison"
"THERTUS,KETTY","Clinical Asst Prof","Psychiatry","MD 2010 Rutgers St Unv-New Brunswick"
"THEVAMARAN,RAMATHASAN","Assistant Professor","Engineering Physics","PHD 2015 California Institute of Tech"
"THIBEAULT,SUSAN","Professor","Surgery","PHD 2001 Univ of Wisconsin-Madison"
"THIEL,ABIGAIL","Assoc Lecturer","Food Science","PHD  Univ of Wisconsin-Madison"
"THIFFEAULT,JEAN-LUC","Professor","Mathematics","PHD 1998 University of Texas at Austin"
"THIMMIG,LESLIE","Professor","Mead Witter School Of Music","PHD 1974 Yale University"
"THOMA,DAN","Professor","Materials Science&amp;Engineering","PHD 1992 Univ of Wisconsin-Madison"
"THOMA,SHARON L","Faculty Associate","Integrative Biology","PHD 1992 Michigan State University"
"THOMAS,ALVIN","Assistant Professor","School Of Human Ecology","PHD 2013 Univ of Michigan at Ann Arbor"
"THOMAS,MICHAEL","Professor","Bacteriology","PHD 1999 Univ of Wisconsin-Madison"
"THOMAS,TYLER F.","Assistant Professor","Accting &amp; Info Sys","PHD 2013 Michigan State University"
"THOMAS,ZEB","Assoc Lecturer","Geography","MS 2012 Univ of Minnesota-Twin Cities"
"THOMPSON,ANITA","Professor","Biological Systems Engineering","PHD 2001 Univ Of Minnesota-St Paul"
"THOMPSON,CRAIG","Professor","Marketing","PHD 1992 Univ of Tennessee, Knoxville"
"THOMPSON,DAKOTAH RITTENHOUSE","Assistant Professor","Mechanical Engineering","PHD 2018 Univ of Michigan at Ann Arbor"
"THOMPSON,DEAN A","Lecturer","Kinesiology","MS  Univ of Wisconsin-Milwaukee"
"THOMPSON,KATRINA","Professor","African Cultural Studies","PHD 2004 Univ of Wisconsin-Madison"
"THOMPSON,MINDI","Professor","Counseling Psychology","PHD 2008 University of Akron"
"THOMPSON,RYAN J","Asst Professor (Chs)","Emergency Medicine","MD 2011 SUNY Health Sci Cntr-Syracuse"
"THOMSON,JAMES A.","Professor","Cell And Regenerative Biology","PHD 1988 University of Pennsylvania"
"THORLEIFSDOTTIR,KRISTIN","Assistant Professor","Planning &amp; Landscape Arch","PHD 2008 North Carolina State Univ"
"THURBER,CLIFFORD","Professor","Geoscience","PHD 1981 Massachusetts Inst Of Tech"
"THURBER,MARY","Clinical Instructor","Surgical Sciences","DVM 2014 "
"THURLOW,JULIE","Faculty Associate","Nutritional Sciences","PHD 1985 Univ Of NC At Chapel Hill"
